atlas_id,sample_id,study_id,data_source,organ,subtype,grade,sample_type,annotation_confidence,qc_flag,LibraryStrategy,spots,bases,SampleName,Experiment,BioProject,BioSample,collection_date,atlas_version,Run,ReleaseDate,LoadDate,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,Study_Pubmed_id,ProjectID,Sample,SampleType,TaxID,ScientificName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,GSM,is_NEN,matched_cell_line,nen_class,title,summary,geo_id,n_samples,platform,pubmed_id
NETA_000195,GSE249588,GSE249588,GEO,Unknown,Unknown,Unknown,Cell_Line,Very_Low,FALSE,NA,NA,NA,GSE249588,GSE249588,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROSALIND protects the mitochondrial translational machinery from oxidative damage,"Cancer therapy resistance, whether it is pre-existing, emerges after acquiring de novo mutations, or occurs through non-genetic adaptationwhether pre-existing or arising following the acquisition of de novo mutations and via non-genetic adaptation , is stillremains a clinical challenge. Multiple anticancer drugs are thought to cause cell death via increasing mitochondrial ROS which are a bioproduct of oxidative phosphorylation. However, when properly titrated, ROS can also promote cancer cell adaptation. In keeping line with this, upregulation of mitochondrial respiration coupled to high ROS-scavenging capacity is a characteristic shared by drug-tolerant cells in several cancers. Translational fidelity in the mitochondria and in the cytosol is essential for cell fitness and thus oxidative damage to the ribosomes should be prevented at all costs. While mechanisms for recognizing and repairing such damage exist in the cytoplasm, the status within mitochondria remains unclear. By performing ascorbate peroxidase (APEX)-proximity ligation assay directed to the mitochondrial matrix followed by isolation and sequencing of RNA associated to mitochondrial proteins, we identified the nuclear encoded lncRNA ROSALIND as a interacting partner of ribosomes. ROSALIND is upregulated in recurrent tumours and its expression can discriminate between responders and non-responders to immune checkpoint blockade in a melanoma cohort of patients. Featuring an unusually high G content, ROSALIND serves as a substrate for oxidation. Consequently, inhibiting ROSALIND leads to an increase in ROS and protein oxidation, resulting in severe mitochondrial respiration defects. This, in turn, impairs melanoma cell viability and immunogenicity both in vitro and ex vivo in preclinical humanized cancer models. These findings underscore the role of ROSALIND as a novel ROS buffering system, safeguarding mitochondrial translation from oxidative stress, and shed light on potential therapeutic strategies for overcoming cancer therapy resistance.",GSE249588,12,20301,39294440
NETA_000196,GSE249888,GSE249888,GEO,Prostate,Atypical Carcinoid,Unknown,Primary_Tumor,Medium,FALSE,NA,NA,NA,GSE249888,GSE249888,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antiandrogen treatment endows ZMYDN8 dependent epigenetic reprogramming to orchestrate neuroendocrine tumor transdifferentiation [RNA-seq],"The transdifferentiation from adenocarcinoma following androgen deprivation therapy (ADT) is thought to be the primary process leading to the development of neuroendocrine prostate cancer (NEPC). However, it remains unclear how lineage factors interact with ADT to endow the lineage transition. Through an integrated analysis of NEPC-based CRISPR-Cas9 screening and scRNA-seq tracking of tumor transitions, we unveil that antiandrogen-induced ZMYND8-dependent epigenetic programming orchestrates the transdifferentiation of NEPC. We demonstrate that the ablation of Zmynd8 restricts NEPC development in Pten/Trp53/Rb1 knockout mouse models. Conversely, ASCL1-induced upregulation of ZMYND8 shapes the neuroendocrine (NE) lineage to confer resistance to AR-targeted therapy. Mechanistically, FOXM1, a key regulator in castration-resistant prostate cancer (CRPC), stabilizes ZMYND8 binding to chromatin regions harboring H3K4me1-K14ac modification and FOXM1 targeting. Antiandrogen treatment frees the SWI/SNF chromatin remodeling complex from AR, enabling its interaction with ZMYND8/FOXM1 to upregulate key NE lineage regulators (e.g., FOXA2, SOX2, and POU3F2), thus inducing transdifferentiation. Having identified ZMYND8's link to adverse disease outcomes in CRPC patients, we develop a small molecule, ZMYND8i-34, designed to selectively inhibit its histone recognition. In pre-clinical models, ZMYND8i-34 treatment effectively blocks NE transdifferentiation and curtails CRPC development. Together, our results highlight the importance of antiandrogen treatment endowing ZMYND8-dependent epigenetic reprogramming to orchestrate lineage fate and suggest that targeting ZMYND8 may hold the potential to restrict NEPC development and overcome treatment resistance.",GSE249888,24,24676,NA
NETA_000197,GSE250061,GSE250061,GEO,GI Tract,Unknown,G2,Primary_Tumor,Low,FALSE,NA,NA,NA,GSE250061,GSE250061,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Single cell RNA sequencing analysis of vestibular schwannoma reveals functionally distinct macrophage subsets,"Background: Vestibular schwannomas (VS) remain a challenge due to their anatomical location and propensity to growth. Macrophages are present in VS but their roles in VS pathogenesis remains unknown. Objectives: Assess phenotypic and functional profile of macrophages in VS with single cell RNA sequencing (scRNAseq). Methods: scRNAseq was carried out in three VS samples to examine characteristics of macrophages in the tumor. RT-qPCR was carried out on ten VS samples for CD14, CD68 and CD163 and a panel of macrophage associated molecules. Results: scRNAseq revealed macrophages to be a major constituent of VS microenvironment with three distinct subclusters based on gene expression. The subclusters were also defined by expression of CD163, CD68 and IL-1β. AREG and PLAUR were expressed in the CD68+CD163+IL-1β+ subcluster, PLCG2 and NCKAP5 were expressed in CD68+CD163+IL-1β- subcluster and AUTS2 and SPP1 were expressed in the CD68+CD163-IL-1β+ subcluster. RT-qPCR showed expression of several macrophage markers in VS of which CD14, ALOX15, Interleukin-1β, INHBA and Colony Stimulating Factor-1R were found to have a high correlation with tumor volume. Conclusions: Macrophages form an important component of VS stroma. scRNAseq reveals three distinct subsets of macrophages in the VS tissue which may have differing roles in the pathogenesis of VS.",GSE250061,3,30173,38480935
NETA_000198,GSE250636,GSE250636,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE250636,GSE250636,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spatial transcriptomics analysis identifies a unique tumor-promoting function of the meningeal stroma in melanoma leptomeningeal disease.,Leptomeningeal disease (LMD) remains a rapidly lethal complication for late-stage melanoma patients. The inaccessible nature of the disease site and lack of understanding of the biology of this unique metastatic site are major barriers to developing efficacious therapies for patients with melanoma LMD. This study aims to characterize the tumor microenvironment of the leptomeningeal tissues and patient-matched extra-cranial metastatic sites using spatial transcriptomic analyses.,GSE250636,9,30173,NA
NETA_000199,GSE251865,GSE251865,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE251865,GSE251865,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPNMB is a marker of invasive quiescent differentiated melanoma cells driven by tumor niche reprogramming,"We provide evidence of the existence of a slow cycling melanoma population isolated in vivo from melanoma PDXs using the H2B-GFP system. Single cell transcriptomic analysis unveils a significant transcriptional heterogeneity of GFP-retaining slow cycling cells, defining a quiescent subpopulation of cells. These cells show a different phenotype in primary tumors and matched metastases, suggesting that tumor niche pressure drives a transcriptional reprogramming of quiescent cells during melanoma progression.",GSE251865,14,24676,NA
NETA_000200,GSE251918,GSE251918,GEO,Unknown,Unknown,Unknown,Cell_Line,Very_Low,FALSE,NA,NA,NA,GSE251918,GSE251918,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eradicating neuroblastomas by an RBM39 degrader in combination with anti-GD2 immunotherapy regardless of cancer cell state alterations [RNA-seq],"The lineage plasticity of neuroblastoma cells is defined by a mixture of two major cell states, adrenergic (ADRN) and mesenchymal (MES), which presumably contributes to therapy resistance. However, how the neuroblastoma cells switch their cell states during therapy remains largely unknown and how to eradicate neuroblastoma cells regardless of their cell state alterations is a clinical challenge. By using four distinct human and murine neuroblastoma models treated with indisulam, a molecular glue drug serving as a selective RBM39 degrader, we show that cancer cells not only can undergo bidirectional switch of ADRN and MES cell states, but also can acquire additional cell states of melanoma and Schwann cell progenitors, reminiscent of the cellular pliancy of neural crest cells. The lineage alterations of neuroblastoma cells are coupled with epigenetic changes and dependency switch of lineage-specific transcription factors. Nevertheless, indisulam treatment induces an inflamed tumor microenvironment leading to an immune cell infiltration. The combination of indisulam with anti-GD2 monoclonal immunotherapy results in a durable complete response in transgenic neuroblastoma models driven by MYCN and ALK mutant oncogenes, providing a therapeutic rationale to eradicate tumor cells even when they acquire alternative cell lineage(s) in response to treatment.",GSE251918,8,24247;24676,38585889
NETA_000201,GSE251936,GSE251936,GEO,Lung,Unknown,Unknown,Cell_Line,Low,FALSE,NA,NA,NA,GSE251936,GSE251936,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Circumventing Resistance within the Ewing Sarcoma Microenvironment by Anti-MCAM Chimeric Antigen Receptor Modified Ex-vivo Expanded Natural Killer Cells Combinatorial Therapy,"Pediatric patients with recurrent metastatic Ewing sarcoma (ES) have a dismal 5-year survival of < 30% largely secondary to treatment resistance in the tumor microenvironment (TME). Novel therapeutic approaches are desperately needed and represent an unmet need. Here, we developed a chimeric antigen receptor (CAR) expressing natural killer (NK) cell targeting melanoma cell adhesion molecule (MCAM) by electroporation of CAR mRNA into ex-vivo expanded NK cells. Expression of anti-MCAM CAR significantly and specifically enhanced NK cytotoxic activity compared to mock NK cells against MCAMhigh ES cells in vitro, and significantly reduced lung metastasis and extended animal survival in an orthotopic xenograft mouse model of ES. However, anti-MCAM CAR NK cells had minimal effects on decreasing primary tumor growth in vivo. We performed transcriptome profiling in patient-derived xenografts to identify the underlying mechanisms of NK cell resistance in ES TME.",GSE251936,22,25526;24676,39266215
NETA_000202,GSE251979,GSE251979,GEO,Lung,Unknown,Unknown,Primary_Tumor,Low,FALSE,NA,NA,NA,GSE251979,GSE251979,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Endothelial Pim3 kinase protects the vascular barrier during lung metastasis,"To investigate transcriptome changes of endothelial cells during cancer cell response, we studied HUVEC RNA expression in conditioned medium derived from empty plates versus B16-F10 melanoma cultures.",GSE251979,8,24676,39627185
NETA_000203,GSE252781,GSE252781,GEO,Unknown,Unknown,Unknown,Cell_Line,Very_Low,FALSE,NA,NA,NA,GSE252781,GSE252781,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temporal dynamics of signaling and transcription underlying early adaptation to oncogenic BRAF inhibition in melanoma,"Despite the recent remarkable progress of targeted therapies for the clinical management of many cancers, response rates remain lower than desired and long-term response durability is often poor due to drug resistance. A major contributor to treatment failure is drug-induced cellular adaptation to therapy, whereby systems-level reprogramming permits a drug-tolerant phenotype that may gradually lead to cell cycle re-entry and portend relapse. Drug adaptation is known to rapidly implicate complex signaling and transcriptional regulatory networks, but the scale and temporal dynamics of these remodeling events have yet to be fully resolved. Here, we used mass spectrometry-based phosphoproteomics and RNA sequencing to capture molecular snapshots within the first minutes, hours, and days of BRAF kinase inhibitor exposure in a drug-tolerant human BRAF-mutant melanoma model. By enriching specific phospho-motifs associated with mitogenic kinases, we were able to detect and monitor thousands of protein phosphorylation sites over a three-day period of drug treatment, followed by a six-day drug holiday to characterize the plasticity of the adaptive response. We observed early and sustained inhibition of the BRAF-ERK axis, gradual downregulation of canonical cell cycle-dependent phosphorylation events, and a clear delineation between three distinct phase transitions toward drug tolerance, which was almost completely reversible following drug removal. Through measuring the time evolution of large-scale networks, we were able to exploit phosphoproteome and transcriptome dynamics to infer kinetically-defined regulatory modules, revealing a concerted response to oncogenic BRAF inhibition involving cellular metabolism, RNA processing, and mitogenic signaling that demonstrated strong agreement with prior knowledge. The adaptive response to BRAF inhibition was dominated by a compensatory induction of SRC-family kinase (SFK) signaling, which we found to be at least partially driven by impaired redox homeostasis and accumulation of reactive oxygen species – providing a fine degree of temporal, mechanistic, and phosphorylation site-specific context to an important axis in tumor cell survival. This induction sensitized cells to co-treatment with an SFK inhibitor, and combination therapy significantly outperformed single-agent BRAF inhibition across a panel of patient-derived melanoma cell lines and in an orthotopic mouse xenograft model, underscoring the high translational potential for measuring the temporal dynamics of signaling and transcription networks under therapeutic challenge.",GSE252781,13,16791,NA
NETA_000204,GSE253046,GSE253046,GEO,Unknown,Unknown,Unknown,Normal,Very_Low,FALSE,NA,NA,NA,GSE253046,GSE253046,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transcriptomic analysis of melanoma cells reveals an association of α-synuclein with regulation of the inflammatory response,"The Parkinson’s disease protein, alpha-synuclein (α-syn/SNCA), is highly expressed in neurons and melanomas. The goal of this study was to reveal the mechanism(s) of α-syn’s involvement in melanoma pathogenesis. To decipher the genes and pathways affected by α-syn, we conducted an RNA sequencing analysis of human SK-MEL-28 cells and several SK-MEL-28 SNCA-KO clones. We identified 1098 significantly up-regulated genes and 660 significantly down-regulated genes. Several of the upregulated genes are related to the immune system, i.e., the inflammatory response and the matrisome. We validated five upregulated genes (IL-1ý, SAA1, IGFBP5, CXCL8, and CXCL10) by RT-qPCR and detected IGFBP5 and IL-1ý in spent media of control and SNCA-KO cells. The levels of each of these secreted proteins were significantly higher in the spent media of the SNCA-KO clones than control cells. We suggest that the loss of α-syn expression unleashes chemokine/cytokine secretion, which could help melanoma cells evade the immune system.",GSE253046,16,20301,39511366
NETA_000205,GSE253590,GSE253590,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE253590,GSE253590,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Lactate-induced SREBF2-dependent genetic program drives an immunotolerant dendritic cell population during cancer progression [scRNAseq_human],"Dendritic cells (cDCs) are essential mediators of anti-tumor immunity. Cancers have developed mechanisms to render DCs dysfunctional within the tumor microenvironment. Utilizing CD63 as a unique surface marker, we demonstrate that mature regulatory DCs (mregDCs) suppress DC antigen cross-presentation while driving TH2 and regulatory T cell differentiation within tumor-draining lymph node tissues. Transcriptional and metabolic studies show that mregDC functionality is dependent upon the mevalonate biosynthetic pathway and the master transcription factor, SREBP2. Melanoma-derived lactate activates DC SREBP2 in the tumor microenvironment (TME) and drives mregDC development from conventional DCs. DC-specific genetic silencing and pharmacologic inhibition of SREBP2 promotes anti-tumor CD8+ T cell activation and suppresses melanoma progression. CD63+ mregDCs reside within the sentinel lymph nodes of melanoma patients. Collectively, this work describes a tumor-driven SREBP2-dependent program that promotes CD63+ mregDC development and function while serving as a promising therapeutic target for overcoming immune tolerance in the TME.",GSE253590,2,24676,38728412
NETA_000206,GSE253739,GSE253739,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE253739,GSE253739,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clonal differences underlie variable responses to sequential and prolonged treatment,"Cancer cells exhibit dramatic differences in gene expression at the single-cell level which can predict whether they become resistant to treatment. Treatment perpetuates this heterogeneity, resulting in a diversity of cell states among resistant clones. However, it remains unclear whether these differences lead to distinct responses when another treatment is applied or the same treatment is continued. In this study, we combined single-cell RNA-sequencing with barcoding to track resistant clones through prolonged and sequential treatments. We found that cells within the same clone have similar gene expression states after multiple rounds of treatment. Moreover, we demonstrated that individual clones have distinct and differing fates, including growth, survival, or death, when subjected to a second treatment or when the first treatment is continued. By identifying gene expression states that predict clone survival, this work provides a foundation for selecting optimal therapies that target the most aggressive resistant clones within a tumor.",GSE253739,12,18573,38401539
NETA_000207,GSE253795,GSE253795,GEO,Pancreas,Pancreatic NEC,G3,Cell_Line,High,FALSE,NA,NA,NA,GSE253795,GSE253795,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALKBH5 facilitates the progression of skin cutaneous melanoma through promoting ABCA1 demethylation and inhibiting autophagy in an m6A-dependent manner,"Background: N6-methyladenosine (m6A) is the most common and abundant mRNA modification, playing an essential role in biological processes and tumor development. However, the role of m6A methylation in skin cutaneous melanoma (SKCM) is not yet clear. This study analyzed the expression of m6A-related functional genes in SKCM and aimed to explore the key demethylase ALKBH5 mediated m6A modification and its potential mechanism in human SKCM. Methods: Based on public databases, the m6A-related gene expression landscape in SKCM was portrayed. MeRIP-Seq and RNA-Seq were used to recognize the downstream target of ALKBH5. In vivo and in vitro functional phenotype and rescue functional experiments were performed to explore the mechanism of the ALKBH5-ABCA1 axis in SKCM. Results: We found ALKBH5 upregulated in SKCM, associated with poor prognosis. ALKBH5 can promote melanoma cell proliferation, colony formation, migration, and invasion and inhibit autophagy in vitro, facilitating tumor growth and metastasis in vivo. We identified ABCA1, a membrane protein that assists cholesterol efflux, as a downstream target of ALKBH5-mediated m6A demethylation. Finally, our data demonstrated that ALKBH5 promoted SKCM via mediating ABCA1 downregulation by reducing ABCA1 mRNA stability in an m6A-dependent manner. Conclusion: Our findings exhibited the functional value of the key demethylase ALKBH5 mediated m6A modification in the progression of SKCM, suggesting ALKBH5 and its target ABCA1 as potential therapeutic targets in SKCM.",GSE253795,12,24676,38481816
NETA_000208,GSE253800,GSE253800,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE253800,GSE253800,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mechanical confinement governs phenotypic plasticity in melanoma [confined_RNAseq],"Phenotype switching is a form of cellular plasticity in which cancer cells reversibly move between two opposite extremes - proliferative versus invasive states. While it has long been hypothesised that such switching is triggered by external cues, the identity of these cues has remained elusive. Here, we demonstrate that mechanical confinement mediates phenotype switching through chromatin remodelling. Using a zebrafish model of melanoma coupled with human samples, we profiled tumour cells at the interface between the tumour and surrounding microenvironment. Morphological analysis of these rare cells showed flattened, elliptical nuclei suggestive of mechanical confinement by nearby adjacent tissue. Spatial and single-cell transcriptomics demonstrated that the interface cells adopted a gene program of neuronal invasion, including acquisition of an acetylated tubulin cage that protects the nucleus during migration. We identified the DNA-bending protein HMGB2 as a confinement-induced mediator of the neuronal state. HMGB2 is upregulated in confined cells, and quantitative modelling revealed that confinement prolongs contact time between HMGB2 and chromatin, leading to changes in chromatin configuration that favour the neuronal phenotype. Genetic disruption of HMGB2 showed that it regulates the trade-off between proliferative and invasive states, in which confined HMGB2high tumour cells are less proliferative but more drug resistant. Our results implicate the mechanical microenvironment as a mechanism for phenotype switching in melanoma.",GSE253800,6,24676,NA
NETA_000209,GSE253801,GSE253801,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE253801,GSE253801,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mechanical confinement governs phenotypic plasticity in melanoma [HMGB2OE_RNAseq],"Phenotype switching is a form of cellular plasticity in which cancer cells reversibly move between two opposite extremes - proliferative versus invasive states. While it has long been hypothesised that such switching is triggered by external cues, the identity of these cues has remained elusive. Here, we demonstrate that mechanical confinement mediates phenotype switching through chromatin remodelling. Using a zebrafish model of melanoma coupled with human samples, we profiled tumour cells at the interface between the tumour and surrounding microenvironment. Morphological analysis of these rare cells showed flattened, elliptical nuclei suggestive of mechanical confinement by nearby adjacent tissue. Spatial and single-cell transcriptomics demonstrated that the interface cells adopted a gene program of neuronal invasion, including acquisition of an acetylated tubulin cage that protects the nucleus during migration. We identified the DNA-bending protein HMGB2 as a confinement-induced mediator of the neuronal state. HMGB2 is upregulated in confined cells, and quantitative modelling revealed that confinement prolongs contact time between HMGB2 and chromatin, leading to changes in chromatin configuration that favour the neuronal phenotype. Genetic disruption of HMGB2 showed that it regulates the trade-off between proliferative and invasive states, in which confined HMGB2high tumour cells are less proliferative but more drug resistant. Our results implicate the mechanical microenvironment as a mechanism for phenotype switching in melanoma.",GSE253801,6,24676,NA
NETA_000210,GSE254170,GSE254170,GEO,Pancreas,Pancreatic NEC,G3,Cell_Line,High,FALSE,NA,NA,NA,GSE254170,GSE254170,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merkel cell polyomavirus pan-T antigen knockdown reduces cancer cell stemness and promotes neural differentiation independent of RB1,"Merkel cell carcinoma (MCC) is a highly aggressive skin cancer associated with integration of Merkel cell polyomavirus (MCPyV). MCPyV-encoded T-antigens (TAs) are pivotal for sustaining MCC’s oncogenic phenotype, i.e., repression of TAs results in reactivation of the RB pathway and subsequent cell cycle arrest. However, the MCC cell line LoKe, characterized by a homozygous loss of the RB1 gene, exhibits uninterrupted cell cycle progression after shRNA-mediated TA repression. This unique feature allows an in-depth analysis of the effects of TAs beyond inhibition of the RB pathway, revealing the decrease in expression of stem cell-related genes upon panTA-knockdown. Analysis of gene regulatory networks identified members of the E2F family (E2F1, E2F8, TFDP1) as key transcriptional regulators that maintain stem cell properties in TA-expressing MCC cells. Furthermore, minichromosome maintenance (MCM) genes, which encodes DNA-binding license proteins essential for stem cell maintenance, were suppressed upon panTA-knockdown. The decline in stemness occurred simultaneously with neural differentiation, marked by the increased expression of neurogenesis-related genes such as neurexins, BTG2, and MYT1L. This upregulation can be attributed to heightened activity of PBX1 and BPTF, crucial regulators of neurogenesis pathways. The observations in LoKe were confirmed in an additional MCPyV-positive MCC cell line in which RB1 was silenced prior to panTA-knockdown. Moreover, spatially resolved transcriptomics demonstrated reduced TA expression in situ in a part of a MCC tumor characterized by neural differentiation. In summary, TAs are critical for maintaining stemness of MCC cells and suppressing neural differentiation, irrespective of their impact on the RB-signaling pathway.",GSE254170,3,24676,38988206
NETA_000211,GSE254326,GSE254326,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE254326,GSE254326,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNAseq of melanoma cells treated with the p300 inhibitor A-485,"SOX10 is a lineage-specific transcription factor critical for melanoma tumor growth, while SOX10 loss-of-function drives the emergence of therapy-resistant, invasive melanoma phenotypes. A major challenge has been developing therapeutic strategies targeting SOX10’s role in melanoma proliferation, while preventing a concomitant increase in tumor cell invasion. We found that the lysine acetyltransferase (KAT) EP300 and SOX10 gene loci on Chromosome 22 are frequently co-amplified in melanomas, including UV-associated and acral tumors. We further show that p300 KAT activity mediates SOX10 protein stability and that the p300 inhibitor, A-485, downregulates SOX10 protein levels in melanoma cells via proteasome-mediated degradation. Additionally, A-485 potently inhibits proliferation of SOX10+ melanoma cells while decreasing invasion in AXLhigh/MITFlow melanoma cells through downregulation of metastasis-related genes. We conclude that the SOX10/p300 axis is critical to melanoma growth and invasion, and that inhibition of p300 KAT activity through A-485 may be a worthwhile therapeutic approach for SOX10-reliant tumors.",GSE254326,12,20301,38994683
NETA_000212,GSE254491,GSE254491,GEO,Skin,Unknown,Unknown,Cell_Line,Low,FALSE,NA,NA,NA,GSE254491,GSE254491,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Characterization of Human Melanoma Skin Cancer Models: Paving the Way for Model-Based Melanoma Research and Drug Discovery,"The need for advanced tissue models in medical research and drug development is more critical than ever. Recent changes in EU law to reduce animal testing and U.S. regulation allowing the FDA to approve drugs without animal trials highlight the importance of these models in advancement of medical science. For the models to be applicable in preclinical studies, it is essential that models are thoroughly characterized so as to understand their applicability and limitations to avoid misinterpretation caused by their limited replication of the biological functions. In this study, we applied bioimaging and RNA sequencing to assess and contrast the architecture and gene expression profiles of various skin models, including melanoma skin models. Our results indicate that these models closely emulate actual skin morphology and gene expression, with the full-thickness (FT) models exhibiting superior resemblance to human skin, especially in the formation of the basement membrane and cellular interactions. These characteristics make the FT model particularly useful for research that focuses on these aspects. Furthermore, the integrity of the skin-like properties and genetic signatures, of both skin and melanoma cell lines, was maintained upon integration of melanoma cells, establishing these models as robust platforms for cancer research and pharmacological development. The responsiveness of the FT melanoma models to vemurafenib was successfully monitored through live imaging, demonstrating their validity as a reliable, reproducible, and humane tool for cancer research and drug development.",GSE254491,23,24676,NA
