Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,GSM,is_NEN,matched_cell_line,organ,nen_class,grade,subtype,data_source,title,summary,geo_id,n_samples,platform,pubmed_id,sample_type
SRR8729010,2020-06-19T10:28:41Z,2019-04-09T18:33:17Z,26417005,4561600910,26417005,172,1565,NA,@dbgap@:reads/SRP188433/SRS4489234/SRX5522062/SRR8729010/SRR8729010.sra,SRX5522062,L12_S45,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489234,SAMN10760647,simple,9606,Homo sapiens,12_S45,NA,NA,NA,2798285,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,6E9D8AA0BA9D97E52529C17034C38950,BA8AA0039F86F03F7BA52729383EA083,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729002,2020-06-19T10:28:41Z,2019-04-09T16:22:34Z,23591553,5945071356,23591553,252,1966,NA,@dbgap@:reads/SRP188433/SRS4489226/SRX5522054/SRR8729002/SRR8729002.sra,SRX5522054,L10_S37,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489226,SAMN10760575,simple,9606,Homo sapiens,10_S37,NA,NA,NA,2798283,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,F0F832EA53AB70100CED00F37D694FE7,2974CD86AC023119C15F05DEF386D1BC,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729003,2020-06-19T10:28:41Z,2019-04-09T17:35:37Z,30380865,5221551780,30380865,171,1842,NA,@dbgap@:reads/SRP188433/SRS4489227/SRX5522055/SRR8729003/SRR8729003.sra,SRX5522055,L10_S38,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489227,SAMN10760604,simple,9606,Homo sapiens,10_S38,NA,NA,NA,2798283,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,FBAD21ABBB7A04A0C98959547F0E8873,F617A1DF3BF2888CF38C0453D2D4C3E0,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728998,2020-06-19T10:28:41Z,2019-04-09T16:34:01Z,29743430,5129590810,29743430,172,1777,NA,@dbgap@:reads/SRP188433/SRS4489222/SRX5522050/SRR8728998/SRR8728998.sra,SRX5522050,L9_S33,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489222,SAMN10760580,simple,9606,Homo sapiens,9_S33,NA,NA,NA,2798301,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,8C527E87B5FECC2414D895907AE0C9C1,C6273E5FBBDBF0CD15E89E3BB78CE878,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728999,2020-06-19T10:28:41Z,2019-04-09T16:24:13Z,27249420,4692350040,27249420,172,1601,NA,@dbgap@:reads/SRP188433/SRS4489223/SRX5522051/SRR8728999/SRR8728999.sra,SRX5522051,L9_S34,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489223,SAMN10760589,simple,9606,Homo sapiens,9_S34,NA,NA,NA,2798301,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,6230016B20930FA8D0BF8CE9BD39CF39,015F7502CCE13895220BC8C5164E7347,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729001,2020-06-19T10:28:41Z,2019-04-09T16:29:33Z,35256126,6054327852,35256126,171,2063,NA,@dbgap@:reads/SRP188433/SRS4489225/SRX5522053/SRR8729001/SRR8729001.sra,SRX5522053,L9_S36,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489225,SAMN10760542,simple,9606,Homo sapiens,9_S36,NA,NA,NA,2798301,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,2AAAD49C494466012B6F8281B4CA171C,88013892BA9F97FB7F3487EB4DC5B8DA,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728990,2020-06-19T10:28:41Z,2019-04-09T14:28:00Z,37274066,6402931732,37274066,171,2177,NA,@dbgap@:reads/SRP188433/SRS4489215/SRX5522043/SRR8728990/SRR8728990.sra,SRX5522043,L7_S26,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489215,SAMN10760592,simple,9606,Homo sapiens,7_S26,NA,NA,NA,2798299,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,E9E2CFEC6156331C6846C1C8F36C9CE6,9A94D4BF9A1BCE3EFD087C235CBC31F9,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728992,2020-06-19T10:28:41Z,2019-04-09T14:24:02Z,26447889,6664868028,26447889,252,2199,NA,@dbgap@:reads/SRP188433/SRS4489217/SRX5522045/SRR8728992/SRR8728992.sra,SRX5522045,L7_S28,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489217,SAMN10760662,simple,9606,Homo sapiens,7_S28,NA,NA,NA,2798299,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,CA24E7D8E8D0BEDD3D484BDC1875AAD0,7B11B980D4D2B9F53D45ECFA00FAC2A4,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728993,2020-06-19T10:28:41Z,2019-04-09T14:25:42Z,34197373,5902540346,34197373,172,2033,NA,@dbgap@:reads/SRP188433/SRS4489218/SRX5522046/SRR8728993/SRR8728993.sra,SRX5522046,L8_S29,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489218,SAMN10760610,simple,9606,Homo sapiens,8_S29,NA,NA,NA,2798300,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,00FA5E878E2534450FD08DBCFF0E0470,A1A2023AB9C9E7B81D96AA368B9D474E,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728994,2020-06-19T10:28:41Z,2019-04-09T14:34:08Z,32164672,5544436544,32164672,172,1895,NA,@dbgap@:reads/SRP188433/SRS4489219/SRX5522047/SRR8728994/SRR8728994.sra,SRX5522047,L8_S30,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489219,SAMN10760597,simple,9606,Homo sapiens,8_S30,NA,NA,NA,2798300,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,F8EDEEBE01B907CE07D99CEA3C394A7F,324A549412B4F3F370163CACAB18DA82,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728997,2020-06-19T10:28:41Z,2019-04-09T16:24:46Z,34550567,5970628684,34550567,172,2075,NA,@dbgap@:reads/SRP188433/SRS4489221/SRX5522049/SRR8728997/SRR8728997.sra,SRX5522049,L8_S32,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489221,SAMN10760612,simple,9606,Homo sapiens,8_S32,NA,NA,NA,2798300,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,B497A8879B8D55B0EC3D923236CDECA4,E9CCDBFD2BBE7F1DD9BCB9CFA460C6F3,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728984,2020-06-19T10:28:41Z,2019-04-09T14:32:16Z,32903037,5657679474,32903037,171,1932,NA,@dbgap@:reads/SRP188433/SRS4489209/SRX5522037/SRR8728984/SRR8728984.sra,SRX5522037,L5_S20,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489209,SAMN10760599,simple,9606,Homo sapiens,5_S20,NA,NA,NA,2798297,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,0C6A0A781D88C482751937C05D80198F,532F5B95ACE74F4BEE6F6E57D933DA3E,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728985,2020-06-19T10:28:41Z,2019-04-09T14:25:30Z,27133210,6837568920,27133210,252,2217,NA,@dbgap@:reads/SRP188433/SRS4489210/SRX5522038/SRR8728985/SRR8728985.sra,SRX5522038,L6_S21,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489210,SAMN10760578,simple,9606,Homo sapiens,6_S21,NA,NA,NA,2798298,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,337C7609BA4DF3A17CB7C32A991B7A36,41B665EDB735EE655FEC25BF4370CC91,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728986,2020-06-19T10:28:41Z,2019-04-09T14:25:58Z,32385333,5550475866,32385333,171,1878,NA,@dbgap@:reads/SRP188433/SRS4489211/SRX5522039/SRR8728986/SRR8728986.sra,SRX5522039,L6_S22,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489211,SAMN10760573,simple,9606,Homo sapiens,6_S22,NA,NA,NA,2798298,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,05D4F900FE6A0A7B613402AAB0431732,66A20F499593CD86F28C54A911EA4B5D,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728988,2020-06-19T10:28:41Z,2019-04-09T14:30:50Z,28651001,7220052252,28651001,252,2350,NA,@dbgap@:reads/SRP188433/SRS4489213/SRX5522041/SRR8728988/SRR8728988.sra,SRX5522041,L6_S24,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489213,SAMN10760593,simple,9606,Homo sapiens,6_S24,NA,NA,NA,2798298,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,48666D5C9BA8B20B470D2A40FC64E67A,87B6CC5C2A77F8DD3950F7CB3E61EA4B,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728989,2020-06-19T10:28:41Z,2019-04-09T14:24:00Z,25660766,6466513032,25660766,252,2137,NA,@dbgap@:reads/SRP188433/SRS4489214/SRX5522042/SRR8728989/SRR8728989.sra,SRX5522042,L7_S25,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489214,SAMN10760556,simple,9606,Homo sapiens,7_S25,NA,NA,NA,2798299,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,024E321A1D511DBD6E04C8E15314E433,3B722408321729A18EC114B0BCD12209,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728975,2020-06-19T10:28:40Z,2019-04-09T12:57:48Z,24173842,6091808184,24173842,252,2016,NA,@dbgap@:reads/SRP188433/SRS4489202/SRX5522030/SRR8728975/SRR8728975.sra,SRX5522030,L4_S13,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489202,SAMN10760581,simple,9606,Homo sapiens,4_S13,NA,NA,NA,2798296,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,9FECD37912D7ABB1E65F030CA68E9A25,904CC0867581DC274C823F46FD0E40C9,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728976,2020-06-19T10:28:40Z,2019-04-09T14:28:59Z,27715859,4769984368,27715859,172,1679,NA,@dbgap@:reads/SRP188433/SRS4489203/SRX5522031/SRR8728976/SRR8728976.sra,SRX5522031,L4_S14,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489203,SAMN10760539,simple,9606,Homo sapiens,4_S14,NA,NA,NA,2798296,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,4E7D13B3B2F25B60EB7537A08562F6BB,8C39B2EFB939AD8EF6D40965A491A3B1,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728978,2020-06-19T10:28:41Z,2019-04-09T14:21:10Z,24138591,6082924932,24138591,252,2007,NA,@dbgap@:reads/SRP188433/SRS4489205/SRX5522033/SRR8728978/SRR8728978.sra,SRX5522033,L4_S16,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489205,SAMN10760655,simple,9606,Homo sapiens,4_S16,NA,NA,NA,2798296,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,834AC9E008B5BB85744067D56094B1BA,A2C189DCE84C3A64614C59C1259C1A2C,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728981,2020-06-19T10:28:41Z,2019-04-09T14:23:21Z,37810143,6518929386,37810143,172,2246,NA,@dbgap@:reads/SRP188433/SRS4489206/SRX5522034/SRR8728981/SRR8728981.sra,SRX5522034,L5_S17,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489206,SAMN10760565,simple,9606,Homo sapiens,5_S17,NA,NA,NA,2798297,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,CEDA44794245239FC7C906A02CCB04C3,35E8694B11C1D2F6BC68B1F460C2110B,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728982,2020-06-19T10:28:41Z,2019-04-09T14:25:26Z,32046531,5540061012,32046531,172,1909,NA,@dbgap@:reads/SRP188433/SRS4489207/SRX5522035/SRR8728982/SRR8728982.sra,SRX5522035,L5_S18,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489207,SAMN10760559,simple,9606,Homo sapiens,5_S18,NA,NA,NA,2798297,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,EA5675B26FF2789B06B64040C2FE08F2,4C3A93861B9478B8DDD085973DF49E01,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728968,2020-06-19T10:28:40Z,2019-04-09T13:44:39Z,33772664,10199344528,33772664,302,3976,NA,@dbgap@:reads/SRP188433/SRS4489195/SRX5522023/SRR8728968/SRR8728968.sra,SRX5522023,L2_S6,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489195,SAMN10760611,simple,9606,Homo sapiens,2_S6,NA,NA,NA,2798293,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,55E4E24112A501C3AAA46DABD5166DAE,F5E6520B4DF333A9E03213F32547E819,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728970,2020-06-19T10:28:40Z,2019-04-09T13:20:58Z,38911293,11751210486,38911293,302,4410,NA,@dbgap@:reads/SRP188433/SRS4489197/SRX5522025/SRR8728970/SRR8728970.sra,SRX5522025,L2_S8,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489197,SAMN10760585,simple,9606,Homo sapiens,2_S8,NA,NA,NA,2798293,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,F5CC37A9B506FCF273497DDC79D068D2,2223C23DC937C7310E3C668E88DE5711,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728972,2020-06-19T10:28:40Z,2019-04-09T12:59:14Z,26335473,4521598596,26335473,171,1607,NA,@dbgap@:reads/SRP188433/SRS4489199/SRX5522027/SRR8728972/SRR8728972.sra,SRX5522027,L3_S10,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489199,SAMN10760658,simple,9606,Homo sapiens,3_S10,NA,NA,NA,2798295,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,4E45153605F69A449AE63AF227D5583F,2102611374B36EFDC00C68F20CAFDD8E,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728974,2020-06-19T10:28:40Z,2019-04-09T12:58:30Z,30999071,5336994592,30999071,172,1924,NA,@dbgap@:reads/SRP188433/SRS4489201/SRX5522029/SRR8728974/SRR8728974.sra,SRX5522029,L3_S12,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489201,SAMN10760553,simple,9606,Homo sapiens,3_S12,NA,NA,NA,2798295,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,79C736362337AFA415460E55FDBF1849,CD587053E72C3989B2918CDD9FD79A38,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728971,2020-06-19T10:28:40Z,2019-04-09T12:57:47Z,30642298,5260916846,30642298,171,1883,NA,@dbgap@:reads/SRP188433/SRS4489198/SRX5522026/SRR8728971/SRR8728971.sra,SRX5522026,L3_S9,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489198,SAMN10760596,simple,9606,Homo sapiens,3_S9,NA,NA,NA,2798295,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,CC543C8946DCDAEDA6757A9B63DC7895,3EBDDF0428D47E24ECDC6742C6C35F13,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728963,2020-06-19T10:28:40Z,2019-04-09T10:57:11Z,27240582,6864626664,27240582,252,2233,NA,@dbgap@:reads/SRP188433/SRS4489190/SRX5522018/SRR8728963/SRR8728963.sra,SRX5522018,L1_S1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489190,SAMN10760630,simple,9606,Homo sapiens,1_S1,NA,NA,NA,2798282,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,3A81511A787080AFFB6427E146D9D162,F6AD2FD7B950D5A34295E35B8A583DC5,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728964,2020-06-19T10:26:20Z,2019-04-09T11:54:33Z,28827648,4966391946,28827648,172,1778,NA,@dbgap@:reads/SRP188433/SRS4489191/SRX5522019/SRR8728964/SRR8728964.sra,SRX5522019,L1_S2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489191,SAMN10760558,simple,9606,Homo sapiens,1_S2,NA,NA,NA,2798282,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,FC07401DCE1456B8AABE0CC5C3114064,DB54EB5F357DF2C879BA0F0923793FF0,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728966,2020-06-19T10:28:40Z,2019-04-09T11:56:36Z,23703744,5973343488,23703744,252,1939,NA,@dbgap@:reads/SRP188433/SRS4489193/SRX5522021/SRR8728966/SRR8728966.sra,SRX5522021,L1_S4,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489193,SAMN10760632,simple,9606,Homo sapiens,1_S4,NA,NA,NA,2798282,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,20076BFF21D62C0CF7388804204FF4B4,C25A7C151FF0B777D358D564FDBFDE54,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728967,2020-06-19T10:28:40Z,2019-04-09T12:17:33Z,34566966,10439223732,34566966,302,3868,NA,@dbgap@:reads/SRP188433/SRS4489194/SRX5522022/SRR8728967/SRR8728967.sra,SRX5522022,L2_S5,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489194,SAMN10760657,simple,9606,Homo sapiens,2_S5,NA,NA,NA,2798293,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,454391E00CB57433544C93B23F413584,66436502AE822A9806A8CC966740703A,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR5894153,2017-10-16T16:03:11Z,2017-08-03T17:22:12Z,28880864,1472924064,0,51,918,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/894/SRR5894153.sralite.1,SRX3059730,NA,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1000,SRP114792,PRJNA397080,2,397080,SRS2405655,SAMN07448114,simple,9606,Homo sapiens,GSM2731753,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,GEO,SRA596308,NA,public,FF28E5C5AC03E1CAF88DF469CA3DC48B,6B2BB3732752CDCA62876B029AEFE337,GSM2731753,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR5894148,2017-10-16T16:03:11Z,2017-08-03T17:16:47Z,19181994,978281694,0,51,613,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/894/SRR5894148.sralite.1,SRX3059725,NA,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1000,SRP114792,PRJNA397080,2,397080,SRS2405660,SAMN07448113,simple,9606,Homo sapiens,GSM2731748,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,GEO,SRA596308,NA,public,470F9CC7768773868B2FF203BBBA44DD,36F871953DF96E80C1A8E144B725175D,GSM2731748,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR5894149,2017-10-16T16:03:11Z,2017-08-03T17:18:57Z,32469005,1655919255,0,51,1123,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/894/SRR5894149.sralite.1,SRX3059726,NA,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1000,SRP114792,PRJNA397080,2,397080,SRS2405659,SAMN07448112,simple,9606,Homo sapiens,GSM2731749,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,GEO,SRA596308,NA,public,936F5B69D67A63CBE2C380B69B38E303,E062C28BA0FD9F4F5C67E4490C7A1DAF,GSM2731749,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
